CustomerID,Recency,Frequency,Monetary,RFM_Level
15840,172,1,6.84,Needs Attention
15841,72,3,156.08,Can't Loose Them
15845,86,4,129.8,Can't Loose Them
15850,168,1,1.05,Needs Attention
15852,186,2,70.25,Potential
15854,86,7,755.05,Can't Loose Them
15855,136,5,40.15,Can't Loose Them
15856,95,13,372.23,Can't Loose Them
15858,77,1,11.85,Potential
15860,75,6,30.68,Can't Loose Them
15861,134,3,28.35,Loyal
15862,112,2,32,Loyal
15863,192,1,1.25,Require Activation
15864,98,2,324.48,Can't Loose Them
15865,88,2,56.6,Champions
15866,101,1,16.95,Potential
15867,70,7,70.69,Can't Loose Them
15869,277,2,18,Promising
15874,177,5,232.25,Can't Loose Them
15882,198,2,15.8,Needs Attention
15885,92,2,34.8,Loyal
15888,80,1,22.5,Loyal
15889,156,1,15.9,Needs Attention
15891,226,1,2.55,Require Activation
15894,253,1,7.56,Require Activation
15895,149,1,137.16,Loyal
15897,194,2,12.7,Needs Attention
15898,226,2,294.5,Loyal
15901,77,2,18.45,Champions
15903,70,3,289.68,Can't Loose Them
15906,144,4,30.4,Champions
15907,176,2,11.7,Promising
15909,173,1,19.8,Promising
15910,99,3,11.23,Loyal
15912,178,2,30.42,Potential
15916,77,3,38.4,Can't Loose Them
15917,247,1,10.2,Require Activation
15918,190,2,40.5,Potential
15920,154,4,9.25,Loyal
15921,172,1,10.2,Needs Attention
15925,194,1,38.25,Promising
15932,88,6,105,Can't Loose Them
15933,71,2,24.81,Champions
15935,239,2,324.62,Loyal
15938,112,4,165.8,Can't Loose Them
15939,89,11,784.46,Can't Loose Them
15942,133,1,10.08,Needs Attention
15944,276,1,17.7,Needs Attention
15947,82,1,179,Can't Loose Them
15949,71,1,15,Potential
15950,78,2,28.75,Champions
15952,159,2,15.85,Promising
15953,211,2,23.35,Promising
15955,71,9,238.46,Can't Loose Them
15958,74,1,3.95,Potential
15969,185,1,34,Needs Attention
15971,88,7,801.95,Can't Loose Them
15974,95,5,87.01,Can't Loose Them
15975,84,1,17.7,Loyal
15976,165,2,18.15,Potential
15978,77,1,20.8,Loyal
15980,88,3,120.64,Can't Loose Them
15981,77,6,277.3,Can't Loose Them
15984,71,5,158.1,Can't Loose Them
15985,123,2,36.9,Loyal
15987,120,5,492.15,Can't Loose Them
15996,88,4,34.15,Can't Loose Them
15998,87,3,29.25,Champions
16003,134,2,31.3,Potential
16005,182,2,5.95,Promising
16006,211,1,23.1,Needs Attention
16007,180,2,26.75,Potential
16008,75,2,37.6,Can't Loose Them
16009,159,1,6.24,Needs Attention
16010,245,2,8.84,Needs Attention
16011,71,9,195.01,Can't Loose Them
16012,128,2,43.4,Loyal
16013,70,24,10402.34,Can't Loose Them
16014,152,1,7.8,Needs Attention
16016,79,4,43.05,Can't Loose Them
16018,180,1,3.75,Needs Attention
16019,136,3,31.97,Loyal
16022,260,1,7.95,Require Activation
16023,192,2,10.45,Needs Attention
16027,91,4,331.75,Can't Loose Them
16029,80,39,15119.49,Can't Loose Them
16031,92,2,20.45,Loyal
16033,82,12,230.6,Can't Loose Them
16034,196,2,87.75,Potential
16036,87,2,90.84,Champions
16037,269,1,23.4,Needs Attention
16038,177,2,38.1,Loyal
16040,148,2,40.5,Loyal
16041,141,2,1153.4,Champions
16042,107,1,19.8,Potential
16043,211,2,84.3,Potential
16045,119,3,58.2,Champions
16049,75,1,0.55,Potential
16050,173,1,24.9,Promising
16053,122,1,20.8,Promising
16054,145,1,7.95,Needs Attention
16055,220,1,12.75,Require Activation
16057,96,5,104.55,Can't Loose Them
16059,71,3,37.7,Can't Loose Them
16062,133,2,24.94,Potential
16063,260,1,17.4,Needs Attention
16066,124,1,35.7,Promising
16076,79,6,128.73,Can't Loose Them
16078,283,1,79.2,Promising
16080,81,2,66.8,Can't Loose Them
16081,87,3,55.2,Can't Loose Them
16083,100,1,33.2,Potential
16085,79,2,20.45,Champions
16086,98,2,65.2,Champions
16091,154,2,40.6,Loyal
16092,114,3,44.98,Can't Loose Them
16093,106,1,17,Potential
16094,219,1,15.9,Require Activation
16096,264,1,10.08,Require Activation
16097,240,1,30,Needs Attention
16098,87,5,156.15,Can't Loose Them
16099,137,2,50.8,Loyal
16101,70,1,15,Potential
16102,98,2,94.8,Champions
16103,79,5,140.8,Can't Loose Them
16105,248,1,15.6,Require Activation
16107,89,4,240.3,Can't Loose Them
16108,84,1,24.96,Loyal
16109,218,1,4.56,Require Activation
16110,262,1,0.42,Require Activation
16112,143,2,18.16,Potential
16113,183,1,15.12,Require Activation
16114,170,1,17.7,Promising
16115,72,5,38.41,Can't Loose Them
16116,211,1,13.52,Require Activation
16117,189,1,7.8,Require Activation
16119,72,1,17.7,Loyal
16121,215,1,5.9,Require Activation
16122,73,2,143.04,Can't Loose Them
16126,101,2,92.4,Champions
16128,77,3,72.78,Can't Loose Them
16131,115,4,101.84,Can't Loose Them
16133,70,23,1317.41,Can't Loose Them
16135,262,1,175.2,Potential
16136,77,2,51.2,Can't Loose Them
16139,112,2,40.32,Champions
16141,88,1,17.85,Potential
16142,249,1,19.8,Needs Attention
16143,108,2,30.6,Loyal
16144,246,1,175.2,Potential
16145,73,6,90.65,Can't Loose Them
16146,157,3,247.8,Can't Loose Them
16147,133,1,16.5,Needs Attention
16149,142,1,9.12,Needs Attention
16150,88,3,69.6,Can't Loose Them
16152,268,1,81.6,Promising
16153,115,3,45,Can't Loose Them
16156,85,5,105.84,Can't Loose Them
16157,72,1,29.7,Loyal
16159,281,1,15,Require Activation
16160,85,1,62.4,Champions
16161,78,7,104.55,Can't Loose Them
16162,252,1,25.5,Needs Attention
16163,232,1,415,Potential
16168,74,17,720.5,Can't Loose Them
16169,75,1,20.8,Loyal
16170,112,5,116.18,Can't Loose Them
16172,95,5,105.6,Can't Loose Them
16173,78,3,40.2,Can't Loose Them
16174,126,3,439.8,Can't Loose Them
16175,94,4,55.47,Can't Loose Them
16178,138,1,17.4,Promising
16180,100,8,374.75,Can't Loose Them
16181,73,1,11.9,Potential
16182,72,3,532,Can't Loose Them
16184,105,5,107.3,Can't Loose Them
16185,232,1,22.5,Needs Attention
16186,103,8,118.62,Can't Loose Them
16187,75,11,349.76,Can't Loose Them
16188,141,3,35.59,Loyal
16189,85,1,17.4,Loyal
16191,262,1,90,Promising
16193,236,1,25.2,Needs Attention
16198,75,1,20.28,Loyal
16200,164,1,33.9,Promising
16201,109,1,20.8,Potential
16203,147,2,30,Potential
16205,179,1,8.3,Needs Attention
16206,124,2,21.48,Potential
16209,88,5,1422.72,Can't Loose Them
16210,86,6,687.36,Can't Loose Them
16211,88,1,29.85,Potential
16212,283,1,16.5,Require Activation
16213,78,1,11.7,Potential
16214,170,3,157.2,Can't Loose Them
16215,80,1,15,Potential
16216,267,1,16.8,Needs Attention
16217,235,2,40.05,Potential
16218,114,5,307.8,Can't Loose Them
16221,275,1,18,Needs Attention
16224,141,3,53.4,Champions
16225,149,4,52.11,Can't Loose Them
16226,203,3,62.7,Loyal
16227,225,1,17.7,Needs Attention
16229,87,2,80.2,Champions
16230,189,2,26.46,Promising
16232,143,3,60.45,Champions
16233,71,1,12.48,Potential
16235,81,2,25.9,Champions
16236,78,1,15.9,Potential
16239,189,1,33.6,Needs Attention
16240,77,1,290,Can't Loose Them
16241,96,8,55.9,Can't Loose Them
16242,165,3,30.18,Loyal
16244,211,1,17,Needs Attention
16245,121,2,23.7,Potential
16247,170,1,4.95,Needs Attention
16249,112,4,96.7,Can't Loose Them
16250,261,1,8.5,Require Activation
16253,255,1,39.6,Promising
16255,95,4,50.6,Can't Loose Them
16256,266,1,102,Potential
16257,176,1,21.95,Promising
16258,127,4,383.9,Can't Loose Them
16261,75,3,8.63,Champions
16265,110,3,57,Can't Loose Them
16266,73,7,74.5,Can't Loose Them
16268,71,2,33.9,Champions
16271,126,2,21.22,Potential
16272,116,1,20.8,Potential
16275,196,1,12.75,Require Activation
16276,176,1,532.8,Loyal
16278,100,1,220,Champions
16279,87,2,25.75,Loyal
16281,72,1,50,Champions
16283,120,3,18.93,Loyal
16287,169,1,15.6,Needs Attention
16292,121,1,30,Promising
16293,91,5,69.57,Can't Loose Them
16297,268,1,14.85,Require Activation
16298,186,1,15,Require Activation
16302,126,1,19.92,Promising
16303,115,1,41.6,Loyal
16305,138,1,19.8,Promising
16306,213,1,10.2,Require Activation
16308,107,3,1600,Can't Loose Them
16309,106,2,20.04,Loyal
16316,157,6,85.36,Can't Loose Them
16317,119,2,45,Loyal
16319,217,1,142.8,Potential
16320,172,2,39.96,Loyal
16321,72,2,70.8,Can't Loose Them
16323,196,1,207.5,Potential
16324,128,3,17.4,Loyal
16325,155,2,50.4,Loyal
16326,75,7,54.85,Can't Loose Them
16327,80,3,45.55,Can't Loose Them
16330,112,2,1.89,Potential
16332,72,3,23.83,Can't Loose Them
16333,98,15,6646.88,Can't Loose Them
16338,157,1,11.9,Needs Attention
16340,107,1,0.65,Promising
16341,85,2,32.1,Champions
16342,75,4,82.56,Can't Loose Them
16344,158,1,35.7,Promising
16348,78,5,34.68,Can't Loose Them
16350,85,1,17.9,Loyal
16353,87,7,748.2,Can't Loose Them
16354,73,1,11.9,Potential
16356,197,3,34.1,Potential
16357,162,2,75.3,Loyal
16358,79,2,64.92,Can't Loose Them
16359,94,5,306.65,Can't Loose Them
16360,80,2,6.35,Loyal
16361,71,1,3.9,Potential
16362,91,3,38.2,Can't Loose Them
16364,137,1,4.95,Needs Attention
16365,123,5,126.4,Can't Loose Them
16369,80,2,42.9,Can't Loose Them
16370,82,4,59.3,Can't Loose Them
16374,262,1,2.1,Require Activation
16377,267,1,180,Potential
16378,247,1,15,Require Activation
16379,78,1,27.04,Loyal
16383,74,2,20.4,Champions
16384,89,2,34.7,Loyal
16385,158,1,5.85,Needs Attention
16386,253,1,10.2,Require Activation
16389,78,3,152.4,Can't Loose Them
16392,269,1,5,Require Activation
16393,94,6,24.2,Can't Loose Them
16394,72,3,105.57,Can't Loose Them
16395,78,2,17.01,Champions
16398,154,2,83.4,Loyal
16399,235,1,9.75,Require Activation
16400,94,1,15,Promising
16401,86,6,191.85,Can't Loose Them
16402,264,1,15.8,Require Activation
16404,70,1,15.6,Potential
16407,74,6,57.95,Can't Loose Them
16409,87,3,48.9,Can't Loose Them
16414,280,1,15.9,Require Activation
16418,92,2,13.4,Potential
16419,112,5,137.78,Can't Loose Them
16422,73,30,2533.08,Can't Loose Them
16424,191,1,15.9,Require Activation
16426,92,4,114.95,Can't Loose Them
16427,263,1,0.84,Require Activation
16429,106,1,4.95,Promising
16431,213,1,5.95,Require Activation
16434,96,3,48.33,Can't Loose Them
16438,82,1,1.45,Potential
16440,214,1,6.3,Require Activation
16442,227,1,0.8,Require Activation
16444,95,3,16.5,Loyal
16446,205,1,1.65,Require Activation
16447,135,1,19.9,Promising
16448,198,1,10.5,Require Activation
16449,197,2,50.16,Potential
16450,149,1,40.56,Potential
16451,87,1,6.72,Promising
16455,94,3,58.2,Can't Loose Them
16456,99,3,55.45,Can't Loose Them
16457,218,1,35.7,Needs Attention
16458,72,10,199.94,Can't Loose Them
16460,72,2,14.63,Loyal
16461,177,1,9.95,Needs Attention
16462,73,3,136,Can't Loose Them
16463,204,1,14.85,Require Activation
16464,80,2,13.55,Loyal
16466,103,4,55.45,Can't Loose Them
16468,74,1,62.4,Champions
16469,87,3,4.14,Loyal
16470,115,2,4.69,Potential
16471,274,1,15.8,Require Activation
16473,164,1,19.8,Promising
16474,89,3,28.35,Champions
16475,88,4,159.3,Can't Loose Them
16477,131,3,49.85,Champions
16480,75,1,10.5,Potential
16483,192,1,14.95,Require Activation
16484,173,2,26.7,Potential
16485,77,1,7.5,Potential
16488,114,2,68,Champions
16493,79,2,33.12,Champions
16495,276,2,9.45,Needs Attention
16496,207,1,12.75,Require Activation
16497,203,3,74.7,Loyal
16498,161,2,14.1,Promising
16503,106,2,33.6,Loyal
16511,144,2,5.7,Promising
16515,91,3,17.5,Champions
16517,277,1,14.75,Require Activation
16520,186,2,16.5,Needs Attention
16523,79,14,411.75,Can't Loose Them
16525,79,17,1559.48,Can't Loose Them
16526,171,1,13.52,Needs Attention
16527,81,1,8.25,Potential
16529,190,1,5.95,Require Activation
16531,74,2,55.5,Can't Loose Them
16532,135,1,374.4,Loyal
16536,110,1,8.32,Promising
16539,219,1,67.5,Promising
16545,164,1,25.2,Promising
16549,89,2,4.18,Potential
16550,108,4,58.05,Can't Loose Them
16551,95,2,23.64,Loyal
16552,242,1,17.7,Needs Attention
16553,163,9,875.82,Can't Loose Them
16554,222,1,10.2,Require Activation
16555,109,1,19.8,Potential
16556,105,4,67.14,Can't Loose Them
16557,137,1,12.5,Needs Attention
16558,78,11,218.9,Can't Loose Them
16566,170,2,179.56,Champions
16567,194,1,15,Require Activation
16570,127,5,97.08,Can't Loose Them
16571,176,2,39.6,Loyal
16572,127,3,38.25,Champions
16573,84,1,13.5,Potential
16574,71,1,15,Potential
16581,182,1,10.2,Needs Attention
16582,113,1,162.72,Champions
16584,80,2,120.8,Can't Loose Them
16586,248,1,18,Needs Attention
16587,232,1,15,Require Activation
16589,71,3,43.85,Can't Loose Them
16592,136,9,134.24,Can't Loose Them
16593,189,1,6.6,Require Activation
16594,75,1,1.25,Potential
16600,74,2,31.22,Champions
16603,74,2,19.6,Champions
16607,73,7,102.88,Can't Loose Them
16609,87,6,110.86,Can't Loose Them
16610,219,1,17.7,Needs Attention
16611,186,1,5.04,Require Activation
16612,119,2,29.2,Potential
16613,70,1,16.6,Loyal
16614,182,1,15.6,Needs Attention
16616,157,1,10.08,Needs Attention
16617,235,1,53.1,Promising
16618,210,3,74.91,Loyal
16619,263,1,11.4,Require Activation
16620,260,1,19.5,Needs Attention
16621,147,3,44.1,Champions
16623,245,1,8.85,Require Activation
16624,80,2,21.15,Champions
16625,274,1,8.5,Require Activation
16626,73,9,358.61,Can't Loose Them
16627,79,1,18.72,Loyal
16628,106,4,177.8,Can't Loose Them
16629,73,2,7.56,Loyal
16633,78,4,87.8,Can't Loose Them
16634,222,1,53.1,Promising
16637,123,2,28.92,Potential
16638,99,5,126.6,Can't Loose Them
16639,206,2,39.7,Potential
16641,105,1,17.7,Potential
16642,207,1,34,Needs Attention
16643,245,1,27,Needs Attention
16644,177,2,24.14,Potential
16647,169,2,22.44,Potential
16650,71,1,5.04,Potential
16652,109,5,238.38,Can't Loose Them
16653,71,1,17.4,Loyal
16654,141,3,75.1,Champions
16655,75,3,74.92,Can't Loose Them
16656,79,9,1267.98,Can't Loose Them
16657,148,2,14.1,Promising
16659,189,1,20.4,Needs Attention
16660,210,1,101.76,Potential
16668,116,4,49.38,Can't Loose Them
16669,78,2,38.65,Can't Loose Them
16670,106,5,71.1,Can't Loose Them
16671,164,1,816,Loyal
16672,72,18,1215.48,Can't Loose Them
16674,98,1,3.75,Promising
16676,213,2,32,Promising
16678,98,8,183.36,Can't Loose Them
16681,72,6,417.96,Can't Loose Them
16682,92,3,189.8,Can't Loose Them
16684,133,12,2604.16,Can't Loose Them
16686,98,4,45.49,Can't Loose Them
16689,75,2,85.84,Can't Loose Them
16690,72,2,67.2,Can't Loose Them
16692,256,1,150,Potential
16693,271,1,23.8,Needs Attention
16696,135,4,301.5,Can't Loose Them
16697,241,1,0.95,Require Activation
16698,226,2,1020,Loyal
16700,80,8,151.55,Can't Loose Them
16701,129,7,405.48,Can't Loose Them
16705,74,9,593.94,Can't Loose Them
16706,98,2,16.35,Potential
16709,84,5,175.2,Can't Loose Them
16710,74,6,70.38,Can't Loose Them
16711,140,1,41.4,Potential
16712,95,8,117.94,Can't Loose Them
16713,73,8,106.55,Can't Loose Them
16714,218,1,15,Require Activation
16715,78,1,6.96,Potential
16716,266,1,166.8,Potential
16717,95,3,52.82,Can't Loose Them
16719,74,3,29.6,Can't Loose Them
16721,262,1,2.6,Require Activation
16722,99,7,213.34,Can't Loose Them
16723,91,2,177.75,Can't Loose Them
16726,196,1,31.8,Needs Attention
16728,166,3,11.17,Potential
16729,70,19,276.29,Can't Loose Them
16730,234,1,14.5,Require Activation
16734,114,2,4.6,Potential
16735,78,4,51.82,Can't Loose Them
16739,176,1,19.8,Promising
16743,113,5,59.73,Can't Loose Them
16744,75,4,8.45,Can't Loose Them
16745,86,13,393.28,Can't Loose Them
16746,75,11,184.1,Can't Loose Them
16748,217,1,20.8,Needs Attention
16750,73,4,22.34,Can't Loose Them
16755,114,2,21,Loyal
16756,214,1,15,Require Activation
16761,96,1,46.8,Loyal
16762,144,1,35.4,Promising
16763,198,1,89.7,Promising
16764,72,6,18.85,Can't Loose Them
16766,273,2,54.9,Potential
16767,93,6,217.29,Can't Loose Them
16768,103,2,28.9,Loyal
16769,260,1,5.9,Require Activation
16770,236,1,1.7,Require Activation
16771,75,2,22.53,Champions
16774,116,3,38.95,Can't Loose Them
16775,72,6,45.55,Can't Loose Them
16777,80,2,14.11,Loyal
16778,74,2,23.28,Champions
16779,71,10,471.6,Can't Loose Them
16780,100,2,26.25,Loyal
16782,77,7,131.75,Can't Loose Them
16788,123,2,2.44,Promising
16791,122,4,25.27,Champions
16792,282,2,13.7,Needs Attention
16794,89,5,28.48,Can't Loose Them
16796,89,1,6.64,Promising
16801,163,4,68.35,Can't Loose Them
16804,270,1,1.45,Require Activation
16805,173,1,1.25,Needs Attention
16806,103,4,46.74,Can't Loose Them
16807,142,3,49.98,Champions
16808,99,2,74.25,Champions
16809,136,3,16.2,Potential
16810,192,1,20.8,Needs Attention
16813,78,8,28.82,Can't Loose Them
16814,87,10,248.25,Can't Loose Them
16816,103,2,35.85,Champions
16817,185,5,73.1,Champions
16818,71,10,173.05,Can't Loose Them
16820,95,1,23.4,Potential
16823,227,1,8.25,Require Activation
16824,164,1,22.5,Promising
16825,185,1,79.2,Promising
16828,93,2,27.6,Loyal
16829,156,1,12.6,Needs Attention
16832,184,3,99.35,Champions
16833,259,2,32.4,Promising
16834,227,1,30,Needs Attention
16835,128,1,15.9,Needs Attention
16836,116,1,76.32,Loyal
16837,157,9,441.22,Can't Loose Them
16838,197,1,9.96,Require Activation
16839,74,19,1650.44,Can't Loose Them
16841,137,4,47.92,Can't Loose Them
16842,100,2,23.5,Loyal
16843,93,11,291.58,Can't Loose Them
16849,186,1,17.7,Needs Attention
16852,176,1,6.6,Needs Attention
16859,144,2,25.08,Potential
16861,158,1,35.4,Promising
16866,140,3,119.85,Can't Loose Them
16869,165,2,10.75,Promising
16871,89,5,173.6,Can't Loose Them
16872,77,3,285.27,Can't Loose Them
16873,127,3,82.1,Champions
16875,144,1,31.6,Promising
16877,152,2,20.7,Potential
16878,84,1,9.5,Potential
16880,99,6,35.91,Can't Loose Them
16882,239,1,11.8,Require Activation
16883,187,1,7.95,Require Activation
16889,194,2,22.71,Promising
16891,95,2,23.7,Loyal
16892,183,1,7.95,Require Activation
16898,177,1,0.38,Needs Attention
16899,89,3,22.35,Champions
16902,116,1,37.5,Loyal
16904,94,10,163.6,Can't Loose Them
16905,236,2,38.7,Potential
16906,81,4,35,Can't Loose Them
16907,148,2,14.25,Promising
16909,72,1,77.76,Champions
16910,77,4,11,Can't Loose Them
16912,134,4,107.46,Can't Loose Them
16915,127,4,64.5,Can't Loose Them
16917,276,1,122.4,Potential
16918,95,2,34.9,Loyal
16919,156,9,192.45,Can't Loose Them
16923,99,11,356.2,Can't Loose Them
16924,84,1,1.65,Potential
16927,115,2,269.1,Can't Loose Them
16928,80,14,148.99,Can't Loose Them
16929,71,3,59.5,Can't Loose Them
16931,75,11,43.32,Can't Loose Them
16933,239,1,15.9,Require Activation
16938,179,2,19.65,Potential
16940,169,1,6.8,Needs Attention
16942,136,7,61.1,Can't Loose Them
16943,211,2,98.8,Loyal
16945,85,11,205.61,Can't Loose Them
16947,235,1,27.04,Needs Attention
16948,138,2,67.2,Loyal
16949,185,3,62.04,Loyal
16950,124,1,81.6,Potential
16951,134,2,32.7,Potential
16952,109,2,12.19,Potential
16954,124,3,189.15,Can't Loose Them
16955,184,1,16.35,Require Activation
16957,239,2,102.6,Loyal
16959,87,1,12.75,Promising
16960,252,1,1.95,Require Activation
16961,116,1,20,Potential
16963,187,1,15,Require Activation
16965,226,1,9.12,Require Activation
16966,170,4,193.56,Can't Loose Them
16967,189,1,15,Require Activation
16968,107,1,14.85,Promising
16969,134,2,31.62,Potential
16976,267,1,76.32,Promising
16978,77,1,8.5,Potential
16979,147,1,45,Potential
16980,255,1,17.4,Needs Attention
16983,96,3,52.35,Can't Loose Them
16984,88,2,8.85,Potential
16985,88,6,216.4,Can't Loose Them
16987,170,3,28.7,Loyal
16989,79,3,200.95,Can't Loose Them
16990,218,1,179,Potential
16992,98,2,37.2,Champions
16996,121,3,182.2,Can't Loose Them
16998,149,3,205,Can't Loose Them
16999,74,1,15,Potential
17001,91,6,87.6,Can't Loose Them
17002,85,2,83,Can't Loose Them
17004,92,1,1.25,Promising
17006,75,1,33,Loyal
17007,155,3,49.4,Champions
17015,71,2,26.1,Champions
17017,72,9,299.58,Can't Loose Them
17019,261,1,2.55,Require Activation
17024,99,2,56.25,Champions
17026,185,1,121.68,Potential
17027,78,4,33.25,Can't Loose Them
17029,110,2,716,Can't Loose Them
17031,154,1,20.8,Promising
17033,86,2,158.16,Can't Loose Them
17034,79,1,5.04,Potential
17035,245,1,13.52,Require Activation
17037,87,1,25.5,Potential
17040,137,1,175.2,Loyal
17041,108,1,15.6,Promising
17042,121,4,68.52,Can't Loose Them
17043,178,2,113,Champions
17045,113,3,56.46,Can't Loose Them
17046,157,1,30,Promising
17047,85,3,55.26,Can't Loose Them
17048,117,2,55.55,Champions
