,userID,itemID,prediction
0,171,31784,3.482
1,330,51264,3.482
2,217,17408,3.482
3,114,60994,3.482
4,99,103291,3.482
5,255,135358,3.482
6,20,51936,3.7905110476622643
7,306,113069,3.482
8,325,88783,3.483987806030926
9,140,33101,3.482
10,264,112023,3.864715823304791
11,77,97799,3.482
12,471,67448,3.482
13,310,13827,3.482
14,350,59455,3.482
15,322,95682,3.482
16,29,71531,3.5543849040816697
17,494,129398,4.017807801214037
18,43,134189,3.482
19,445,108323,3.5559063820758285
20,234,37966,3.482
21,272,83421,3.482
22,208,125674,4.0039284752807145
23,339,128213,3.482
24,73,27223,3.482
25,96,34580,3.482
26,439,57760,3.482
27,437,83446,3.482
28,227,18279,3.482
29,99,120880,2.621848028875854
30,322,73252,3.482
31,176,136270,3.482
32,458,134522,3.482
33,33,90915,3.734450587199309
34,261,101505,3.482
35,139,27636,3.482
36,173,57651,3.482
37,109,92881,2.77002211087322
38,253,44084,3.482
39,35,14188,3.6663202726664825
40,371,33572,3.482
41,15,92459,3.482
42,69,1666,3.208016686288062
43,344,60994,3.482
44,111,95463,3.482
45,85,93719,3.482
46,97,75443,3.4342911416902946
47,473,91987,3.3324461825680682
48,150,37249,3.482
49,396,49904,2.1865396143320086
50,221,45531,3.482
51,272,41097,3.5177903637777304
52,67,26850,3.482
53,101,62332,3.482
54,7,48211,3.482
55,29,62805,3.482
56,223,44286,3.482
57,471,101806,3.482
58,188,130858,3.482
59,358,54776,3.4450380296517467
60,486,117478,3.4570194849710507
61,121,77476,3.481253506624008
62,200,24516,3.482
63,3,51490,3.482
64,486,46488,3.482
65,411,21683,3.482
66,417,114848,3.482
67,77,60568,3.482
68,88,94141,3.482
69,475,24107,3.482
70,94,114597,3.482
71,269,106958,3.482
72,361,8562,3.482
73,240,62526,3.0365849521179435
74,457,115183,3.482
75,499,7584,3.482
76,413,20977,4.533615083069998
77,457,90835,3.482
78,39,77516,3.482
79,388,91874,3.482
80,438,996,3.2906519259202893
81,457,126188,3.7754834363590035
82,54,37249,3.482
83,230,14425,3.482
84,467,56660,2.05290111964211
85,388,70216,3.482
86,94,92523,3.482
87,374,20977,3.7681634912808475
88,473,102784,5.0528045917850894
89,237,25449,3.482
90,351,94023,3.482
91,21,38997,2.959435370026229
92,321,124101,3.482
93,134,52379,3.482
94,302,109022,3.482
95,351,23772,3.482
96,271,106848,3.482
97,403,50016,3.482
98,186,86493,3.482
99,447,117186,3.482
100,288,56680,3.6854644455677574
101,304,5232,3.482
102,121,94305,3.482
103,165,97525,3.482
104,342,81524,3.482
105,348,35533,3.5647718522847973
106,287,3329,3.482
107,180,43337,3.482
108,380,89742,3.482
109,337,108555,3.482
110,337,82846,3.482
111,354,16390,3.482
112,345,134875,3.482
113,61,65816,3.482
114,306,108396,3.482
115,454,48532,3.482
116,13,67755,3.482
117,388,90972,3.482
118,294,46220,3.482
119,354,2596,3.4208683502656676
120,274,4071,3.482
121,83,124048,3.482
122,164,127725,3.482
123,99,89164,3.482
124,329,21255,4.170701662586956
125,498,50918,3.482
126,219,106958,3.482
127,462,18316,3.482
128,245,42319,3.482
129,37,14435,3.482
130,235,84934,3.482
131,35,59960,3.482
132,82,39847,3.482
133,321,101107,3.482
134,417,9803,3.482
135,480,73622,2.9371721476263146
136,333,72288,3.482
137,411,38997,4.349039702834288
138,212,83894,3.482
139,184,76071,5.184039189181967
140,80,55622,2.8442806457824092
141,495,25363,0.778055603824531
142,268,64586,3.482
143,10,49147,3.482
144,376,90973,3.482
145,290,30173,4.415606259204922
146,238,13859,3.6784358978817315
147,415,136076,3.646530165817356
148,444,23216,3.4145168008632973
149,323,114199,3.482
150,286,11759,3.482
151,292,50666,3.482
152,187,62419,2.471474588920268
153,186,98558,3.482
154,265,87805,3.482
155,225,22333,3.482
156,234,102152,3.482
157,96,1395,3.7066310197493584
158,307,83766,3.482
159,113,2798,3.482
160,260,86524,3.482
161,221,47015,3.482
162,42,134785,3.482
163,93,62345,3.482
164,126,82156,3.5125759193951485
165,48,111709,3.482
166,204,38993,3.482
167,121,28392,3.482
168,263,87092,3.482
169,482,91192,3.482
170,198,783,3.482
171,312,545,3.6691938921848712
172,402,114458,3.482
173,216,31095,4.666902469008549
174,369,78473,3.482
175,200,103028,3.5117678858694594
176,404,57897,3.482
177,306,92097,3.482
178,125,113032,3.482
179,220,47135,3.482
180,272,23410,3.482
181,100,9227,3.482
182,220,20149,3.482
183,377,42316,3.482
184,360,109656,3.482
185,132,99741,3.482
186,187,40287,3.482
187,235,27562,2.925652041981545
188,245,122285,3.482
189,214,89960,3.482
190,107,79323,3.5812160759504006
191,497,126946,5.973059734687778
192,263,23622,3.482
193,8,80895,3.482
194,290,119860,3.482
195,132,31050,3.482
196,438,23767,3.482
197,88,33164,3.482
198,386,15499,3.482
199,479,111706,3.482
200,297,85378,3.482
201,340,6314,3.482
202,257,7584,3.482
203,490,61062,3.482
204,264,75359,3.482
205,354,545,3.110724964283262
206,38,88202,3.482
207,191,120268,3.482
208,434,62521,3.482
209,438,124832,3.75466582457679
210,403,109990,3.482
211,161,83661,3.482
212,112,130850,2.9416911423455243
213,368,122999,3.482
214,350,18526,3.482
215,487,42076,3.378986771653637
216,296,85951,3.482
217,200,77871,4.698614951119899
218,496,31025,4.4067968587306385
219,436,67359,3.482
220,238,120423,3.482
221,135,42109,2.3747837584846434
222,33,32861,1.5612322951783368
223,162,129319,2.692243637518632
224,372,26506,3.482
225,207,19062,3.482
226,222,104900,3.482
227,168,45059,3.9861826003393963
228,27,13683,3.482
229,442,114523,3.482
230,204,136716,3.482
231,91,28056,3.482
232,375,52573,3.6974760027441365
233,203,86554,3.482
234,192,112564,3.482
235,183,134074,2.7731215333049954
236,158,27616,3.482
237,440,100152,3.482
238,421,123977,3.482
239,23,66425,3.482
240,73,35972,3.482
241,449,77847,3.482
242,115,22536,3.482
243,277,50518,3.482
244,85,84307,3.482
245,256,26860,3.482
246,293,97296,3.482
247,12,134626,4.658601371405652
248,65,113669,3.482
249,1,38997,3.3220464274889565
250,418,2745,3.482
251,47,123460,3.482
252,1,45488,5.245196119531283
253,92,130458,3.482
254,260,71762,3.482
255,107,63101,3.4249202581552685
256,260,34566,4.881806631133727
257,25,14203,3.4854157174863984
258,117,2126,3.482
259,288,12932,3.482
260,374,134626,1.7519417806012167
261,240,90578,3.482
262,352,58576,3.482
263,343,34087,3.482
264,257,51936,4.4711215958926855
265,161,90409,3.482
266,483,84934,3.482
267,233,37638,3.482
268,271,122895,3.482
269,440,125451,3.482
270,132,11396,3.4437031484889706
271,345,113298,3.482
272,382,15687,3.482
273,466,53423,3.482
274,237,42546,3.482
275,198,80892,3.482
276,352,50663,3.482
277,177,9336,3.482
278,274,115935,4.42869061989106
279,485,88150,3.482
280,248,30069,3.482
281,401,124153,3.482
282,150,49913,3.482
283,421,78229,3.482
284,216,128058,3.482
285,117,127814,3.482
286,452,89762,3.482
287,24,17699,3.482
288,7,87212,3.482
289,161,60465,3.716017981424492
290,329,55859,4.055979565919974
291,360,100098,3.482
292,13,56333,2.7885872432137653
293,130,82234,3.482
294,198,86255,3.482
295,452,112179,3.482
296,449,13878,3.482
297,208,21672,3.482
298,309,90239,3.482000005104022
299,435,49459,3.482
300,335,60928,3.482
301,447,46982,3.482
302,280,68549,3.482
303,92,130360,3.9911298992159416
304,165,101271,3.482
305,37,50428,3.482
306,329,94604,4.816141904256759
307,213,73882,3.482
308,413,1666,4.552659817825078
309,53,63893,3.482
310,6,79425,3.482
311,64,114762,3.482
312,31,43685,3.71521995668699
313,277,86910,4.06759569084632
314,128,91888,4.762557419653528
315,206,51891,3.482
316,365,50294,3.482
317,415,52033,3.482
318,288,126393,3.482
319,421,37537,3.482
320,229,99547,3.482
321,227,13663,3.482
322,230,69119,3.482
323,176,59432,3.482
324,197,111606,3.665845019088122
325,436,20504,3.482
326,312,78551,3.482
327,240,27280,3.6120076235808334
328,53,54042,2.4212051073990475
329,391,7522,3.2365487643711734
330,313,22358,3.482
331,416,40712,3.3219926361417174
332,197,126952,3.482
333,68,38997,4.3870874937933895
334,419,126377,2.9788186736837625
335,67,89044,3.696611902140682
336,434,125978,3.482
337,189,113339,3.5144366877209765
338,327,98494,3.482
339,29,1244,3.482
340,172,122861,3.482
341,295,116881,3.813158715746401
342,90,135532,2.973084950112428
343,486,13859,4.022902828379831
344,77,7976,3.482
345,191,106266,3.5097782921464478
346,405,13531,3.482
347,383,19016,3.482
348,414,107458,3.482
349,382,86567,3.482
350,431,2570,3.482
351,260,50150,3.7337741780144107
352,417,75699,3.482
353,304,19198,3.482
354,358,136060,3.482
355,284,41496,3.482
356,348,12827,3.488677362499963
357,14,105421,3.0207444414894233
358,219,14080,3.482
359,213,107567,3.482
360,318,123771,3.482
361,437,94210,3.482
362,427,31075,3.482
363,435,38838,3.482
364,134,30967,3.482
365,202,91657,4.152021193319076
366,249,51017,3.482
367,136,89912,3.482
368,133,129203,4.991812263910259
369,216,16220,3.482
370,213,47796,3.482
371,399,37382,3.482
372,126,19570,3.482
373,328,121969,3.482
374,338,55438,3.6259667332368384
375,282,111186,3.482
376,185,96217,3.482
377,304,100525,3.482
378,39,103879,3.482
379,24,56417,3.482
380,108,87894,3.482
381,199,43827,4.110349569724626
382,437,57388,3.482
383,397,43532,3.482
384,78,23686,3.482
385,217,68880,3.482
386,68,45488,2.1811636105626055
387,25,135792,3.482
388,158,34380,2.880990792215149
389,342,129725,3.482
390,209,24572,3.482
391,183,30173,4.5237887877791865
392,72,84625,3.482
393,467,123176,2.2472958609317617
394,205,133461,3.482
395,418,119073,3.482
396,273,49038,3.482
397,453,20316,3.482
398,147,15769,3.4080732041367523
399,167,89689,3.482
400,276,101227,3.482
401,201,12863,3.482
402,41,91576,3.482
403,39,55122,3.287398593201502
404,454,81588,3.482
405,216,84396,3.482
406,164,52976,3.482
407,459,66069,3.482
408,393,54702,3.482
409,416,112881,2.5188824376105874
410,23,50981,3.482
411,220,49192,3.482
412,314,108255,3.482
413,183,72423,3.482
414,461,12861,3.521013130261669
415,80,119136,5.28508836208107
416,288,45026,3.524606058974886
417,1,130621,4.450070011806688
418,195,32710,3.449203809933515
419,184,135431,3.482
420,26,58231,3.482
421,451,98628,3.482
422,159,22746,4.890806294321595
423,296,79757,3.9073876111606958
424,93,94132,3.482
425,443,112054,3.482
426,251,118713,3.8233832920586854
427,378,90251,3.482
428,414,68746,3.482
429,278,127664,3.482
430,54,119389,3.482
431,275,40889,3.384263238874042
432,450,113209,3.482
433,458,12903,3.482
434,115,75422,3.482
435,67,90562,3.482
436,302,129377,3.482
437,36,119106,3.482
438,284,27875,3.482
439,279,62328,3.482
440,136,11912,3.482
441,48,4043,3.482
442,271,34572,3.482
443,334,4898,3.482
444,364,97313,3.482
445,140,80060,3.482
446,359,75054,3.482
447,449,110134,3.482
448,338,84224,3.482
449,126,113572,3.482
450,352,14140,3.482
451,126,7487,3.482
452,481,77442,2.6653050878829694
453,430,91576,3.482
454,329,60888,4.421396861338506
455,294,22931,3.482
456,418,102821,3.482
457,186,46475,3.482
458,487,122065,3.482
459,211,100692,3.482
460,14,44545,3.9875515799915457
461,93,116763,3.482
462,83,74249,3.432295980804084
463,455,42660,3.482
464,154,18424,3.482
465,122,77916,3.840222616869946
466,51,62770,1.103083653359553
467,429,100660,3.482
468,200,90387,3.482
469,308,45839,4.035563364199653
470,196,89284,3.482
471,139,38282,2.8249389254274107
472,90,68234,2.6689039701433086
473,46,72017,2.7887458392850415
474,488,134246,3.482
475,371,134452,3.482
476,462,99543,3.482
477,427,125173,3.482
478,353,23648,3.482
479,414,66054,3.4819999999323907
480,361,25526,3.482
481,72,51388,3.482
482,419,109148,3.482
483,222,47599,3.482
484,293,60750,3.482
485,182,8307,3.482
486,349,69385,3.482
487,315,47338,3.482
488,183,105078,3.482
489,116,75956,3.482
490,133,41513,3.482
491,432,45392,3.482
492,52,61247,2.7871287143843233
493,169,7000,3.482
494,50,7522,4.544970012470122
495,454,85473,3.482
496,186,94477,3.482
497,139,93573,3.482
498,372,38997,2.4708100056277216
499,239,83770,3.482
500,324,66435,5.478312201591195
501,155,26325,3.482
502,122,105742,3.482
503,269,13621,3.482
504,300,35718,3.3671420181455853
505,120,13873,3.482
506,155,30273,3.807801081079277
507,331,7921,3.482
508,333,62678,3.482
509,254,135481,3.044953888196987
510,96,83658,3.480970038396714
511,434,2876,3.482
512,74,36752,3.482
513,116,96122,3.482
514,330,51687,3.482
515,299,23439,3.1785779725982355
516,216,123566,3.482
517,107,22807,3.482
518,262,91405,3.482
519,117,117478,3.966696072321918
520,323,44545,3.458739497909531
521,364,82448,2.5190397515272434
522,294,76509,3.482
523,450,25910,3.482
524,315,45379,3.482
525,15,52354,3.482
526,358,114440,3.482
527,279,53551,3.482
528,72,108255,3.482
529,182,130421,3.072515889547124
530,251,79323,3.713868815992894
531,437,2245,2.298959568522954
532,418,21657,3.482
533,40,98606,3.483113168646487
534,484,82831,3.482
535,450,41707,3.482
536,137,51469,3.482
537,456,121116,3.482
538,60,78786,3.482
539,396,43134,3.482
540,292,54911,3.482
541,233,97414,3.9925810234713746
542,377,77051,3.482
543,345,13976,3.482
544,386,16322,3.4848015235540375
545,414,48393,3.482
546,460,7806,3.6799108056256467
547,215,47569,3.482
548,158,25071,3.482
549,408,86601,3.482
550,113,41748,3.482
551,279,85031,3.482
552,297,101835,3.482
553,251,91740,3.482
554,347,105835,3.482
555,68,109450,0.935424256806729
556,281,130464,3.482
557,335,106405,3.482
558,73,109683,3.482
559,42,39919,4.195613091321002
560,315,71469,3.482
561,152,53560,3.482
562,83,106968,3.482
563,327,107272,3.482
564,398,71762,3.482
565,62,99627,3.482
566,12,126946,5.000400154332124
567,42,107562,3.449466118060808
568,307,131062,3.482
569,163,95539,3.482
570,496,62770,5.126195883948469
571,419,93372,3.482
572,290,81167,3.482
573,468,40336,2.1889205082314573
574,209,55233,3.482
575,76,64877,3.482
576,255,88023,3.658637531939834
577,397,136004,3.482
578,338,52463,3.482
579,411,43685,2.2993394827811326
580,245,74755,3.482
581,439,7602,3.477699316180106
582,107,97414,3.748625356669398
583,392,72465,3.8819578069581735
584,350,114135,3.482
585,274,88127,3.482
586,401,25607,3.7798628865924386
587,157,114848,3.482
588,243,103218,3.482
589,375,87580,3.482
590,464,135888,3.482
591,169,96983,3.482
592,86,19477,3.482
593,355,97474,3.482
594,90,68900,3.482
595,460,11737,3.9303954722490846
596,34,103561,3.482
597,284,106953,3.482
598,309,101643,3.482
599,135,71395,3.482
600,102,45756,3.482
601,282,129234,5.804140559778888
602,164,43893,3.6520502996803015
603,249,127536,3.482
604,374,72465,2.0596439470524186
605,326,10479,3.482
606,464,62296,3.482
607,208,2263,3.482
608,446,29002,3.767031115021099
609,489,46007,3.482
610,164,75077,3.482
611,248,126393,3.482
612,227,39047,3.482
613,296,112292,3.482
614,474,26302,4.065261635116049
615,306,136417,3.482
616,215,12211,3.482
617,312,89172,3.482
618,473,69434,3.482
619,405,18423,3.482
620,336,38334,3.482
621,275,38925,3.482
622,351,83795,3.482
623,168,110476,3.482
624,425,119103,4.3180726677073205
625,315,87002,3.482
626,230,31305,3.482
627,59,14312,3.482
628,148,15487,3.482
629,408,3644,3.482
630,335,24006,3.482
631,459,41458,3.482
632,368,46369,3.482
633,56,122702,2.5318057318467195
634,285,134732,3.789725055174724
635,52,72465,3.0771022882146912
636,109,17746,3.482
637,167,37783,3.482
638,102,34006,3.482
639,194,7323,3.482
640,116,11679,3.482
641,284,90226,3.482
642,12,132216,4.694918571852164
643,75,9317,3.482
644,481,76449,3.482
645,368,69462,3.482
646,84,54555,3.482
647,12,20977,4.196443622679579
648,486,52638,3.128414881161981
649,474,113601,3.9274363335583695
650,64,73324,3.482
651,447,70786,3.38605644012394
652,437,57738,3.482
653,415,35554,3.482
654,100,8158,3.482
655,88,118295,3.482
656,1,43685,3.6298998453917877
657,306,63174,3.482
658,313,43893,3.137138818586015
659,267,3275,3.482
660,250,1409,3.482
661,386,56536,3.482
662,172,55356,3.482
663,115,107772,3.482
664,327,5838,3.482
665,58,49784,2.8644438431522654
666,377,136479,3.7341539461613316
667,374,1666,5.09675793805871
668,415,74640,3.531596254601648
669,86,46790,3.482
670,199,14933,2.999681122465601
671,278,58567,3.4914121037046932
672,117,95064,3.154202474487671
673,98,17742,3.482
674,271,9329,3.482
675,450,71762,3.482
676,385,103995,3.482
677,237,127165,3.5372865815808923
678,412,61247,0.9266021492420804
679,414,39589,3.482
680,296,11386,3.1588438603913427
681,53,55622,5.438419559119621
682,246,38037,3.482
683,185,6254,3.482
684,54,101734,3.482
685,281,100113,3.482
686,435,18290,3.482
687,318,102098,3.482
688,79,49507,3.482
689,406,76728,3.482
690,141,132640,3.482
691,254,121535,3.2664676169552727
692,16,51340,3.504277867637423
693,301,101959,1.7387864338375794
694,169,95734,3.482
695,291,28489,3.482
696,495,45488,3.2921799831593774
697,387,68319,3.482
698,274,55240,3.4283167320777626
699,190,49103,3.482
700,57,123909,3.482
701,182,74490,3.482
702,207,80560,3.482
703,13,68482,4.543076695807595
704,340,89979,3.482
705,333,88659,3.482
706,499,93567,3.482
707,298,77113,3.482
708,99,28592,3.482
709,231,2726,5.4213634948946865
710,20,19670,3.482
711,114,88672,3.482
712,70,105702,3.482
713,479,3785,3.482
714,61,78695,3.482
715,428,76700,3.482
716,31,38997,2.0337755729212246
717,343,3184,3.482
718,483,23369,3.482
719,107,9837,3.482
720,257,64355,3.482
721,500,61824,3.482
722,107,126757,3.6460776315771413
723,253,65871,2.119790195974109
724,221,50019,3.482
725,125,52921,3.3618448056652084
726,2,126946,3.6276155311591913
727,313,3215,3.482
728,465,33557,3.482
729,82,84964,3.482
730,307,71631,3.4223958556431597
731,479,81035,3.482
732,96,130151,3.482
733,23,93117,3.482
734,336,33572,3.482
735,249,95285,3.482
736,57,19690,3.482
737,344,107814,3.509042631974414
738,170,46679,3.482
739,105,109437,3.4851077358945934
740,345,103028,3.637393759115233
741,457,105421,2.555559515631643
742,96,97148,3.281886971638018
743,499,81063,3.482
744,274,67912,3.482
745,491,62447,3.4601801703309487
746,474,48191,3.482
747,483,52151,2.881764660209386
748,122,122497,3.482
749,153,125873,3.482
750,399,84054,4.203571568764139
751,131,4453,2.3839141703925533
752,490,3517,3.482
753,17,46499,3.482
754,407,117104,3.482
755,96,110210,3.482
756,380,13649,3.482
757,324,36657,4.7536074245677025
758,287,128526,3.482
759,378,101755,3.482
760,444,36215,3.482
761,297,47691,3.482
762,221,9092,3.482
763,10,3342,2.2032328316232612
764,256,111174,3.482
765,319,25239,3.482
766,26,33450,4.944926639014937
767,393,38020,3.4636276349018478
768,420,131426,3.482
769,145,92881,1.5656130095292144
770,165,128445,2.307315485219518
771,469,16697,3.482
772,473,60402,3.482
773,400,26746,3.482
774,170,82467,3.482
775,320,6488,3.482
776,450,134626,3.480963896183173
777,116,74342,3.482
778,226,109467,3.482
779,169,19655,3.482
780,318,23482,3.482
781,206,59195,3.458056711753807
782,410,10956,3.482
783,311,99588,3.482
784,455,121000,2.61422824638973
785,373,109450,5.101067939439313
786,205,135178,3.482
787,365,40161,3.482
788,493,107034,2.994272233450274
789,63,43525,3.482
790,27,44741,3.592627131828733
791,337,120727,2.705555620561903
792,407,55979,3.482
793,181,37596,3.482
794,474,62954,3.1149199766785114
795,500,45630,3.482
796,239,64775,3.5014285101601668
797,196,111323,3.482
798,298,97345,3.482
799,49,129334,3.740210856503378
800,185,42590,3.525218800479105
801,174,41585,3.482
802,292,31165,3.482
803,322,130850,4.123935502674473
804,15,83695,3.5201451986200096
805,199,52770,3.482
806,137,97767,3.482
807,282,63308,3.482
808,66,125401,3.482
809,180,60970,3.482
810,252,14580,3.482
811,340,94180,3.482
812,429,26607,3.4745187393149704
813,115,103962,3.482
814,328,21404,3.482
815,61,106217,3.482
816,359,43664,3.482
817,194,568,3.482
818,20,70014,3.482
819,294,1148,3.482
820,233,99917,3.482
821,439,126982,3.482
822,77,88226,3.7645737400554085
823,450,89876,3.482
824,422,127165,3.1961668877226868
825,326,62094,3.482
826,21,43685,0.8951406150598529
827,352,8636,3.482
828,174,41485,3.482
829,278,96661,3.482
830,171,80540,3.482
831,348,28547,3.4794990291903147
832,86,49029,3.2655310559973105
833,474,107045,3.482
834,410,62695,3.482
835,217,3572,3.482
836,70,81941,3.482
837,495,38997,4.14118689143771
838,300,116204,3.482
839,370,103840,3.482
840,164,97198,3.482
841,346,79572,3.482
842,359,36973,3.482
843,130,38397,3.85396401224837
844,466,130850,3.4708812130590725
845,186,58592,3.482
846,377,48218,3.482
847,331,37280,3.482
848,492,61455,3.482
849,375,42806,3.482
850,345,61160,3.482
851,200,106151,3.0852447138271355
852,67,52309,3.482
853,478,115284,3.482
854,375,128618,3.482
855,442,47776,3.482
856,475,61658,3.482
857,71,95405,3.482
858,129,50558,3.482
859,268,95524,4.31846017842784
860,403,122143,3.482
861,131,103896,3.8403161089608053
862,224,64718,3.482
863,331,11534,3.482
864,204,85502,3.482
865,153,134156,3.482
866,167,19299,3.482
867,494,61955,3.482
868,496,130621,5.889792965987835
869,363,118377,3.482
870,270,35961,3.482
871,307,2726,1.8317979674251506
872,160,109346,3.482
873,273,115652,3.482
874,263,75598,3.482
875,316,86341,3.551424103959847
876,332,62177,3.482
877,173,34719,3.482
878,106,129884,3.482
879,464,73147,3.407630260380116
880,325,59613,3.5320297848511397
881,168,95712,4.181421839754143
882,176,102503,3.482
883,420,20254,3.482
884,57,27937,3.482
885,280,271,3.1382732696216675
886,87,40738,3.482
887,149,40886,3.482
888,21,122506,2.2112306162894955
889,449,118954,3.482
890,88,3199,3.482
891,450,46790,3.482
892,51,43685,2.8921273011427395
893,103,100981,3.482
894,385,20625,3.482
895,270,7574,3.482
896,158,18812,3.482
897,278,54624,3.482
898,274,14698,3.967157463030776
899,81,72693,3.482
900,365,102738,3.482
901,246,34690,3.482
902,460,119174,3.482
903,311,52033,3.482
904,488,67017,3.3112140839023287
905,21,25363,3.896824458993022
906,310,136105,3.482
907,228,106308,3.482
908,357,10479,3.482
909,448,68735,3.482
910,452,73840,3.482
911,40,52585,3.482
912,150,55760,3.482
913,270,80571,3.482
914,203,86804,3.482
915,257,85898,3.482
916,7,74541,3.5129786052861487
917,389,28396,3.482
918,207,21667,3.172982623349686
919,50,18051,3.399143726821001
920,38,121401,3.482
921,486,126757,2.1502931245436736
922,400,73634,3.482
923,489,129160,3.7500757055646243
924,108,81086,3.482
925,88,128481,3.482
926,34,110735,3.482
927,102,66813,3.482
928,128,90422,3.5331918360480294
929,380,106151,3.908507459091685
930,456,25603,3.571647386363907
931,335,13644,4.04180581955168
932,492,55765,3.482
933,100,58906,5.271555181679536
934,199,14284,2.7051136350611094
935,430,81524,3.482
936,17,56164,3.482
937,480,94412,3.482
938,151,4889,3.5167611285154914
939,385,62929,3.482
940,262,28713,3.482
941,347,74640,3.433790324989769
942,103,51615,4.143166055706059
943,308,54316,3.482
944,395,83266,3.482
945,159,86079,3.482
946,196,70886,3.482
947,316,43267,2.1230550376445247
948,4,91266,3.585575262109716
949,402,53221,3.482
950,78,71586,3.482
951,256,108110,3.482
952,148,119781,3.482
953,137,44885,3.482
954,262,25156,4.8172887989454365
955,283,65582,3.482
956,205,37309,3.482
957,25,3418,3.474319855486985
958,207,19673,3.482
959,237,45045,3.482
960,61,4881,3.568794343388799
961,244,88770,3.482
962,289,126188,3.456970071044346
963,65,114770,3.482
964,390,11604,3.482
965,356,123813,2.468471527937454
966,321,67614,3.482
967,153,132302,3.482
968,127,93472,3.482
969,190,128772,3.482
970,466,90409,3.482
971,301,77358,3.482
972,274,57570,4.97370821620666
973,19,132780,3.482
974,181,129068,3.482
975,98,54174,3.482
976,275,94523,3.482
977,205,123002,3.482
978,256,119398,4.3902308415063835
979,109,29356,3.359736341659628
980,48,78252,3.482
981,291,39994,3.482
982,485,83444,3.482
983,412,72465,2.553145299417438
984,339,63662,3.482
985,456,56050,3.482
986,119,56750,3.482
987,244,33154,3.482
988,240,20149,3.482
989,77,109372,3.482
990,169,91033,3.482
991,14,10678,3.482
992,292,134444,3.482
993,318,34662,3.482
994,345,53345,4.453553695733596
995,443,99327,3.3633392493548597
996,47,119449,3.482
997,310,45919,3.482
998,378,33851,3.482
999,87,3685,3.482
